folder_type,subfolder,filename,response,yes_no,explanation
mask,mitotic,ann_111.png,"Yes. The highlighted nucleus displays condensed, irregular, and elongated chromatin structures characteristic of a mitotic figure, lacking an intact nuclear membrane.",yes.,"The highlighted nucleus displays condensed, irregular, and elongated chromatin structures characteristic of a mitotic figure, lacking an intact nuclear membrane."
mask,mitotic,ann_112.png,"YES. The highlighted nucleus displays condensed, irregularly shaped chromatin material and lacks a defined nuclear membrane, characteristic of an active mitotic figure.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin material and lacks a defined nuclear membrane, characteristic of an active mitotic figure."
mask,mitotic,ann_113.png,"Yes. The nucleus shows distinct, condensed chromosome arms organized in an irregular, non-spherical pattern, which is consistent with the metaphase stage of mitosis.",yes.,"The nucleus shows distinct, condensed chromosome arms organized in an irregular, non-spherical pattern, which is consistent with the metaphase stage of mitosis."
mask,mitotic,ann_114.png,"No. The nucleus in the highlighted region appears to be a shrunken, hyperchromatic, or apoptotic cell rather than a cell with the organized, condensed chromosome architecture characteristic of a mitotic figure.",no.,"The nucleus in the highlighted region appears to be a shrunken, hyperchromatic, or apoptotic cell rather than a cell with the organized, condensed chromosome architecture characteristic of a mitotic figure."
mask,mitotic,ann_116.png,"Yes. The highlighted region displays two distinct, dark, condensed chromosomal masses characteristic of a mitotic figure in the late stages of division, such as anaphase or telophase, with no discernable nuclear membrane.",yes.,"The highlighted region displays two distinct, dark, condensed chromosomal masses characteristic of a mitotic figure in the late stages of division, such as anaphase or telophase, with no discernable nuclear membrane."
mask,mitotic,ann_118.png,"Yes. The cell exhibits clear chromosome condensation in a chaotic, irregular pattern with the absence of a distinct nuclear membrane, consistent with the metaphase stage of mitosis.",yes.,"The cell exhibits clear chromosome condensation in a chaotic, irregular pattern with the absence of a distinct nuclear membrane, consistent with the metaphase stage of mitosis."
mask,mitotic,ann_120.png,"No. The nucleus in the highlighted region appears as a uniform, dense, and round structure with a visible nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the defined, chaotic chromosomal arrangement required to diagnose a mitotic figure.",no.,"The nucleus in the highlighted region appears as a uniform, dense, and round structure with a visible nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the defined, chaotic chromosomal arrangement required to diagnose a mitotic figure."
mask,mitotic,ann_124.png,"Yes. The highlighted nucleus displays condensed, irregularly shaped chromatin patterns characteristic of a cell undergoing mitosis.",yes.,"The highlighted nucleus displays condensed, irregularly shaped chromatin patterns characteristic of a cell undergoing mitosis."
mask,mitotic,ann_125.png,"No. The nucleus appears as a small, dense, and uniformly dark structure characteristic of an apoptotic or pyknotic cell, lacking the organized chromosome condensation patterns required to identify a mitotic figure.",no.,"The nucleus appears as a small, dense, and uniformly dark structure characteristic of an apoptotic or pyknotic cell, lacking the organized chromosome condensation patterns required to identify a mitotic figure."
mask,mitotic,ann_127.png,"Yes. The nucleus shows distinct, condensed chromatin material arranged in a pattern consistent with active chromosomal separation, characteristic of a mitotic figure.",yes.,"The nucleus shows distinct, condensed chromatin material arranged in a pattern consistent with active chromosomal separation, characteristic of a mitotic figure."
mask,mitotic,ann_13.png,"YES. The highlighted nucleus displays clearly condensed, dark chromosome material arranged in an irregular, fragmented pattern consistent with a mitotic figure, lacking an intact nuclear membrane.",yes.,"The highlighted nucleus displays clearly condensed, dark chromosome material arranged in an irregular, fragmented pattern consistent with a mitotic figure, lacking an intact nuclear membrane."
mask,mitotic,ann_130.png,"Yes. The highlighted region displays condensed chromosomal material arranged in a star-like pattern characteristic of the metaphase stage of mitosis, with no discernible nuclear membrane.",yes.,"The highlighted region displays condensed chromosomal material arranged in a star-like pattern characteristic of the metaphase stage of mitosis, with no discernible nuclear membrane."
mask,mitotic,ann_131.png,"No. The highlighted nucleus appears to be a small, pyknotic, or hyperchromatic cell rather than displaying the distinct, organized chromosomal arms and lack of a nuclear membrane characteristic of a true mitotic figure.",no.,"The highlighted nucleus appears to be a small, pyknotic, or hyperchromatic cell rather than displaying the distinct, organized chromosomal arms and lack of a nuclear membrane characteristic of a true mitotic figure."
mask,mitotic,ann_133.png,"Yes. The highlighted nucleus displays condensed, irregular, and distinctly organized chromosomal material with no visible nuclear membrane, which are characteristic features of active mitosis.",yes.,"The highlighted nucleus displays condensed, irregular, and distinctly organized chromosomal material with no visible nuclear membrane, which are characteristic features of active mitosis."
mask,mitotic,ann_134.png,"No. The nucleus appears hyperchromatic and shrunken with a preserved, somewhat regular border, which is more characteristic of an apoptotic or pyknotic cell than the distinct chromosomal arrangement of mitosis.",no.,"The nucleus appears hyperchromatic and shrunken with a preserved, somewhat regular border, which is more characteristic of an apoptotic or pyknotic cell than the distinct chromosomal arrangement of mitosis."
mask,mitotic,ann_135.png,"Yes. The highlighted region displays characteristic condensed, linear chromosomal material arranged in a central plate-like structure without an intact nuclear membrane, indicative of metaphase.",yes.,"The highlighted region displays characteristic condensed, linear chromosomal material arranged in a central plate-like structure without an intact nuclear membrane, indicative of metaphase."
mask,mitotic,ann_139.png,"YES. The highlighted nucleus displays condensed, irregular, and clustered chromatin material lacking a clear nuclear membrane, which is characteristic of the chromosomal arrangement during mitosis.",yes.,"The highlighted nucleus displays condensed, irregular, and clustered chromatin material lacking a clear nuclear membrane, which is characteristic of the chromosomal arrangement during mitosis."
