folder_type,subfolder,filename,response,yes_no,explanation
mask,hard_negative,ann_69.png,"Yes. The highlighted nucleus displays condensed, dark chromatin arranged in a dense, irregular configuration characteristic of the mitotic phase rather than the dispersed, vesicular chromatin seen in the surrounding interphase nuclei.",yes.,"The highlighted nucleus displays condensed, dark chromatin arranged in a dense, irregular configuration characteristic of the mitotic phase rather than the dispersed, vesicular chromatin seen in the surrounding interphase nuclei."
mask,hard_negative,ann_70.png,"Yes, the cell is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic, irregular configurations characteristic of the late prophase or metaphase stage, and the nuclear membrane appears to be absent.","yes,","the cell is undergoing mitosis because the chromatin is condensed into distinct, deeply basophilic, irregular configurations characteristic of the late prophase or metaphase stage, and the nuclear membrane appears to be absent."
mask,hard_negative,ann_71.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen during the mitotic process.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen during the mitotic process."
mask,hard_negative,ann_72.png,"Yes. The highlighted nucleus displays condensed, dark, and disorganized chromatin typical of the mitotic phase in this breast carcinoma tissue.",yes.,"The highlighted nucleus displays condensed, dark, and disorganized chromatin typical of the mitotic phase in this breast carcinoma tissue."
mask,hard_negative,ann_73.png,"No. The highlighted nucleus displays a prominent nucleolus and distinct chromatin structure characteristic of an interphase nucleus rather than the condensed, organized chromosomes seen in mitotic figures.",no.,"The highlighted nucleus displays a prominent nucleolus and distinct chromatin structure characteristic of an interphase nucleus rather than the condensed, organized chromosomes seen in mitotic figures."
mask,hard_negative,ann_74.png,"Yes. The cell exhibits a highly condensed, hyperchromatic, and irregularly shaped chromatin structure typical of a mitotic figure, specifically characteristic of the metaphase or anaphase stage.",yes.,"The cell exhibits a highly condensed, hyperchromatic, and irregularly shaped chromatin structure typical of a mitotic figure, specifically characteristic of the metaphase or anaphase stage."
mask,hard_negative,ann_75.png,"Yes, the cell is undergoing mitosis, specifically at the metaphase stage, as indicated by the alignment of condensed, dark-staining chromosomes along the equatorial plate of the cell.","yes,","the cell is undergoing mitosis, specifically at the metaphase stage, as indicated by the alignment of condensed, dark-staining chromosomes along the equatorial plate of the cell."
mask,hard_negative,ann_76.png,"Yes. The nucleus within the highlighted region exhibits condensed chromatin forming a distinct, elongated, dark structure characteristic of the metaphase stage of mitosis.",yes.,"The nucleus within the highlighted region exhibits condensed chromatin forming a distinct, elongated, dark structure characteristic of the metaphase stage of mitosis."
mask,hard_negative,ann_77.png,"Yes. The highlighted nucleus displays condensed, dark chromatin structures characteristic of the chromosomal arrangement seen during the prophase or metaphase stages of mitosis.",yes.,"The highlighted nucleus displays condensed, dark chromatin structures characteristic of the chromosomal arrangement seen during the prophase or metaphase stages of mitosis."
mask,hard_negative,ann_78.png,"Yes. The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of a cell in the mitotic phase, likely metaphase.",yes.,"The highlighted nucleus displays a condensed, dark-staining chromatin structure characteristic of a cell in the mitotic phase, likely metaphase."
mask,hard_negative,ann_79.png,"Yes. The highlighted nucleus displays condensed, dark, and irregularly shaped chromatin, which are characteristic features of a cell undergoing mitosis.",yes.,"The highlighted nucleus displays condensed, dark, and irregularly shaped chromatin, which are characteristic features of a cell undergoing mitosis."
mask,hard_negative,ann_8.png,"Yes. The highlighted nucleus displays condensed, dark blue-staining chromatin characteristic of a mitotic figure, likely in a phase such as metaphase or anaphase, lacking a distinct nuclear membrane.",yes.,"The highlighted nucleus displays condensed, dark blue-staining chromatin characteristic of a mitotic figure, likely in a phase such as metaphase or anaphase, lacking a distinct nuclear membrane."
mask,hard_negative,ann_81.png,"Yes. The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cancer cells.",yes.,"The highlighted nucleus displays condensed, dark, chromatin material characteristic of the mitotic figures seen in rapidly dividing cancer cells."
mask,hard_negative,ann_82.png,"Yes. The cell exhibits a condensed, hyperchromatic, and disorganized chromatin structure that is characteristic of the mitotic phase in histopathology.",yes.,"The cell exhibits a condensed, hyperchromatic, and disorganized chromatin structure that is characteristic of the mitotic phase in histopathology."
mask,hard_negative,ann_83.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin (chromosomes) characteristic of the metaphase or late prophase stage of mitosis.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin (chromosomes) characteristic of the metaphase or late prophase stage of mitosis."
mask,hard_negative,ann_85.png,"Yes. The cell exhibits a highly condensed, crescent-shaped, and hyperchromatic nucleus that is characteristic of the late prophase or metaphase stage of mitosis.",yes.,"The cell exhibits a highly condensed, crescent-shaped, and hyperchromatic nucleus that is characteristic of the late prophase or metaphase stage of mitosis."
mask,hard_negative,ann_86.png,"No. The cell shows a distinct, intact nuclear membrane surrounding a prominent nucleolus, which is characteristic of an interphase cell rather than the condensed, irregular chromatin morphology seen in mitosis.",no.,"The cell shows a distinct, intact nuclear membrane surrounding a prominent nucleolus, which is characteristic of an interphase cell rather than the condensed, irregular chromatin morphology seen in mitosis."
mask,hard_negative,ann_87.png,"Yes. The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically appearing to be in anaphase or telophase.",yes.,"The highlighted nucleus displays condensed, dark-staining chromatin characteristic of a mitotic figure, specifically appearing to be in anaphase or telophase."
mask,hard_negative,ann_88.png,"No. The nucleus in the highlighted region maintains a distinct nuclear envelope and granular chromatin, whereas a mitotic cell would display condensed, fragmented, or plate-like chromatin typical of the M phase.",no.,"The nucleus in the highlighted region maintains a distinct nuclear envelope and granular chromatin, whereas a mitotic cell would display condensed, fragmented, or plate-like chromatin typical of the M phase."
mask,hard_negative,ann_89.png,"Yes. The cell exhibits condensed chromatin organized into a distinct, star-shaped structure characteristic of a mitotic figure, likely in the metaphase stage.",yes.,"The cell exhibits condensed chromatin organized into a distinct, star-shaped structure characteristic of a mitotic figure, likely in the metaphase stage."
mask,hard_negative,ann_93.png,"No. The highlighted nucleus displays a prominent nucleolus and a relatively intact nuclear membrane, which are characteristic of an interphase cell rather than the condensed chromosomes seen in mitosis.",no.,"The highlighted nucleus displays a prominent nucleolus and a relatively intact nuclear membrane, which are characteristic of an interphase cell rather than the condensed chromosomes seen in mitosis."
